"","PoolID","Id_code","Time_Point","Foundation_spp","Before_After","Removal_Control","Day_Night","Group","TADeltaTime","DICDeltaTime","DeltaTime","DeltaNN","DeltaNH4","DeltaPO","DeltapH","DeltapCO2","DeltaDO","SurfaceArea","Vol","SAtoV","TideHeight","SamplingVolume","AdjSamplingVolume","DeltaTA_N_Norm","NEC.mmol.m2.hr","Tempmean","pCO2mean","Salinitymean","Windmean","pHmean","DOmean","NNmean","NH4mean","POmean","K","dpCO2","a","F_CO2","NEP.mmol.m2.hr"
"54","11","N_11_4_BC",4,"Mytilus","Before","Removal","Night","Before_Removal",83.5354921241442,-97.814162445316,3.1,-0.5528144,-3.437094,1.084776,-0.052236855437731,304.343060932988,-0.26,1.062,0.11705341948545,9.07278065577582,1.673113001,0.11570341948545,0.11570341948545,-78.4816605241442,-1.41082713820532,15.1,1841.15406373331,33.3,4.75,7.4031688179057,2.72,2.2074712,23.338977,1.22683,6.14678511637447,1430.29406373331,0.0377026676566953,3.31470930179645,-5.42059865396716
"55","12","D_12_4_AI",4,"Mytilus","After","Control","Day","After_Control",-222.244667440481,342.119113158546,3.23333333333333,-3.4683424,2.9492484,-0.00645699999999971,0.346515222845456,-700.068977683793,7.58701116589229,2.552,0.231796656625131,11.0096497385084,1.333388001,0.230446656625131,0.230446656625131,215.814162640481,3.08293836050601,13.1,769.249148513795,34.6,0.9,7.78260249665244,10.8464944170539,7.9590128,9.8345238,2.0436405,0.208980790576541,358.389148513795,0.0398059395619718,0.0298132346619249,6.66169624378902
"56","12","N_12_4_AI",4,"Mytilus","After","Control","Night","After_Control",-14.3873032952674,-13.047270716178,3.21666666666667,1.3403856,3.658842,0.303479,-0.0822806931177515,438.28963215896,0.0699999999999998,2.552,0.231796656625131,11.0096497385084,1.333388001,0.230446656625131,0.230411656625131,12.6758048952674,0.181986386499055,10.9,2398.26042796669,35.5,0.55,7.29825244306755,2.195,5.6076584,17.130033,2.1017535,0.0733457621980777,1987.40042796669,0.0424822495920133,0.0619252703442848,-0.618550690960798
"57","12","N_12_4_BC",4,"Mytilus","Before","Control","Night","Before_Control",50.0406367643136,-79.8337178854636,3.06666666666667,0.492232,-2.882724,0.290565,-0.113998079022226,472.771028264495,-0.34,2.552,0.231796656625131,11.0096497385084,1.333388001,0.230446656625131,0.230446656625131,-46.0845507643136,-0.694103389747073,15.2,1599.26027683589,33.35,4.75,7.46268266187594,4.24,2.0332968,15.189738,0.8813805,6.16320113216017,1188.40027683589,0.0375782582838449,2.75236313492973,-4.46309404567547
"58","13","D_13_4_AI",4,"Mytilus","After","Control","Day","After_Control",-204.774043710381,291.699666140103,3.18333333333333,0.454368000000001,6.430692,0.439076,0.260199642222951,-731.171964506738,5.62484968489205,4.16,0.277221869450486,15.0060311195723,1.177813001,0.275871869450486,0.275871869450486,199.675871710381,2.12766474531294,13.3,1043.40268964523,34.7,1.05,7.63976878874981,9.34757515755398,8.70872,14.080998,2.460117,0.286024662530872,632.542689645235,0.039535486357087,0.0715287126043235,4.01727216258651
"59","13","N_13_4_AI",4,"Mytilus","After","Control","Night","After_Control",105.8257739991,-115.522017776569,3.2,1.098056,4.98933,0.606958,-0.0121603132300194,197.745014378019,0.41,4.16,0.277221869450486,15.0060311195723,1.177813001,0.275871869450486,0.275871869450486,-108.5031319991,-1.15014347914432,10.75,2570.15184863562,35.45,0.55,7.25977500785469,1.235,5.433484,23.338977,2.421375,0.0730302764250654,2159.29184863562,0.0427023731021796,0.0673389438433538,-1.36628413145601
"60","13","N_13_4_BC",4,"Mytilus","Before","Control","Night","Before_Control",80.9486626868006,-119.888624731283,3.06666666666667,0.4089312,-9.867786,0.309936,-0.141604102294505,648.828395166874,-1.03,4.16,0.277221869450486,15.0060311195723,1.177813001,0.275871869450486,0.275871869450486,-70.0520734868006,-0.774843773144936,15.1,1726.99652291905,33.3,4.75,7.43646185543443,3.595,2.27184,19.569261,1.129975,6.14678511637447,1316.13652291905,0.0377026676566953,3.05014897675424,-4.92747378963834
"61","14","D_14_4_AI",4,"Mytilus","After","Control","Day","After_Control",100.164720685117,-80.7126247252013,3.15,-2.347568,4.102338,-0.0645699999999998,0.0340686986538596,-106.586466561416,0.937410624762939,0.583,0.0435573929913782,13.3846394368781,0.904763001,0.0422073929913782,0.0422073929913782,-106.743766685117,-1.25486666132632,12.6,1743.17877571853,34.8,1.05,7.43801477050886,6.50129468761853,10.261144,15.134301,2.363262,0.280513834946678,1332.31877571853,0.0403910306640945,0.150954953611578,-0.793783774862221
"62","14","N_14_4_AI",4,"Mytilus","After","Control","Night","After_Control",189.888984363759,-195.435633004877,3.21666666666667,-0.6739792,2.550102,0.574673,0.00680474054805025,217.364330359864,0.55,0.583,0.0435573929913782,13.3846394368781,0.904763001,0.0422073929913782,0.0422073929913782,-191.963719563759,-2.20993097500077,11,2518.64079844732,35.5,0.55,7.28638037886595,1.125,3.8280504,18.904017,1.7530755,0.0735564718361997,2107.78079844732,0.0423445169193828,0.0656513281516142,-2.35552125279855
"63","14","N_14_4_BC",4,"Mytilus","Before","Control","Night","Before_Control",139.733885472188,-169.40840189392,3.08333333333333,0.151456,-5.321952,0,-0.0981753966691548,572.08790605989,-1.89,0.583,0.0435573929913782,13.3846394368781,0.904763001,0.0422073929913782,0.0422073929913782,-134.260477472188,-1.61247622775131,15.05,1885.31290473376,33.3,4.75,7.39888344092786,2.805,2.0976656,17.18547,1.000835,6.13858134489761,1474.45290473376,0.0377598276929645,3.41766054265072,-5.87439404777665
"64","15","D_15_4_AI",4,"Mytilus","After","Removal","Day","After_Removal",-194.012653719446,676.069967947728,3.13333333333333,-1.5069872,0.3769716,0.652157,0.773618456649455,-373.310068803282,21.8021935118771,1.504,0.108999647894827,13.7982097102846,0.879363001,0.107649647894827,0.107649647894827,193.433008919446,2.26013512123853,13.15,221.397127377955,35.25,1.05,8.39544420888192,20.1189032440614,2.1544616,2.3061792,1.3333705,0.284840427582364,-189.462872622045,0.0395978461204985,-0.0213696451394841,13.5600838258791
"65","15","N_15_4_AI",4,"Mytilus","After","Removal","Night","After_Removal",-50.1053170040927,-23.6753961361883,3.18333333333333,-8.2089152,3.45206199,-4.804008,-0.218387836879044,808.510754842776,-2.47,1.504,0.108999647894827,13.7982097102846,0.879363001,0.107649647894827,0.107649647894827,28.8363238140927,0.331640981910769,10.7,1632.07565794643,35.55,0.85,7.48230710308695,3.425,6.2324144,2.110209405,3.312441,0.17417688654766,1221.21565794643,0.0427475223724802,0.0909272037215393,-0.967140487729612
"66","15","N_15_4_BC",4,"Mytilus","Before","Removal","Night","Before_Removal",55.5652665370876,-88.0787230118935,3.06666666666667,-0.3483488,-10.6106418,0.25828,-0.113561907299756,509.522456083768,-1.6,1.07,0.0721062491110847,14.8392131499115,0.879363001,0.0707562491110847,0.0707562491110847,-44.7864135370876,-0.493976599184539,15.05,1604.35485496242,33.3,4.5,7.47752151071184,3.7,0.9390272,13.9867551,0.994378,5.50941926799675,1193.49485496242,0.0377598276929645,2.48288370656351,-3.93185473893704
"67","16","D_16_4_AI",4,"Mytilus","After","Removal","Day","After_Removal",-16.9907423022232,68.4615101282452,2.91666666666667,-1.628152,2.2950918,0.148511,0.107587844216412,-219.028136959973,1.73,7.54,0.868831168831169,8.67832585949178,1.771538001,0.867481168831169,0.867481168831169,13.3645205022232,0.269650314658383,13.15,775.388604271853,34.95,0.85,7.7686108198844,9.085,17.777148,5.7599043,1.8370165,0.18666413508232,364.528604271853,0.0396650904652668,0.0269898794125237,2.46599805321951
"68","16","N_16_4_AI",4,"Mytilus","After","Removal","Night","After_Removal",2.60039408762077,-85.6009012261284,3.43333333333333,2.08252,-2.1953052,-0.477818,-0.277374672879278,827.400246644657,-1.54,7.54,0.868831168831169,8.67832585949178,1.771538001,0.867481168831169,0.867481168831169,0.72179511237923,0.012371783602691,10.9,1269.33019359079,35.45,0.8,7.57280674380666,4.36,12.58978,9.6682128,1.601336,0.15517781093147,858.470193590788,0.042494416449937,0.056609160135765,-3.00343092269195
"69","16","N_16_4_BC",4,"Mytilus","Before","Removal","Night","Before_Removal",38.8568842213479,-35.0190891913778,2.81666666666667,0.5452416,6.09807,0.432619,0.0148559508255097,-30.9832394672569,0.41,6.88,0.669,10.2840059790732,1.771538001,0.66765,0.66765,-43.5444746213479,-0.767367945576009,15.25,1801.76202667566,33.25,4.95,7.41209528271306,3.535,3.8924192,19.014891,0.9394935,6.70205230184397,1390.90202667566,0.0375424869022522,3.49967238431675,-3.96656098965369
"70","17","D_17_4_AI",4,"Mytilus","After","Removal","Day","After_Removal",-135.477456716037,361.822047965016,2.96666666666667,-1.7265984,3.1377342,0.90398,0.459933645665463,-452.27846790051,8.3,1.453,0.100739304729043,14.423367362998,1.086199,0.0993893047290434,0.0993893047290434,132.421084116037,1.56173758939346,13.8,390.269086111077,35.15,1.25,8.07702905899445,17.11,4.3240688,6.9906057,2.337434,0.410975592237327,-20.590913888923,0.0388275025589183,-0.00328572422209895,6.9760061745035
"71","17","N_17_4_AI",4,"Mytilus","After","Removal","Night","After_Removal",-16.5987759931809,-63.4269651415152,3.95,4.0590208,9.8234364,1.530309,-0.277803068672705,1182.67871230576,-3.27,1.453,0.100739304729043,14.423367362998,1.086199,0.0993893047290434,0.0993893047290434,13.8949783931809,0.1230780073774,11.65,1837.26147575033,35.65,1.45,7.44384790073877,2.865,5.1570768,10.3888938,1.9338715,0.520817468154849,1426.40147575033,0.041430247314799,0.307783155071814,-1.55449939530097
"72","18","D_18_4_AI",4,"Phyllospadix","After","Control","Day","After_Control",-76.7564725977472,134.722933323841,2.88333333333333,-2.4005776,4.2242994,-0.154968,0.142050748629683,-346.05155657061,2.03,5.038,0.361621621621622,13.9316890881913,1.615963001,0.360271621621622,0.360271621621622,69.8216595977472,0.88575343226374,13.65,919.104678502477,35.55,1.1,7.70529557556064,8.385,5.319892,7.8997725,1.536766,0.316953646213073,508.244678502477,0.0389203387905886,0.0626967753222599,2.46972407482768
"73","18","N_18_4_AI",4,"Phyllospadix","After","Control","Night","After_Control",37.9172469000387,-110.047045598661,3.9,-2.4838784,-0.864817199999999,-0.200167,-0.244643171493385,1112.67570711876,-3.35,5.038,0.361621621621622,13.9316890881913,1.615963001,0.360271621621622,0.360271621621622,-39.9366421000387,-0.374562649610851,12.05,1882.34308403546,35.65,1.55,7.42010849845545,2.825,5.1419312,9.3577656,1.4366825,0.601907585167512,1471.48308403546,0.0409038320301645,0.362283943527871,-2.05196659916969
"74","19","D_19_4_AI",4,"Mytilus","After","Control","Day","After_Control",-130.481467696105,173.293575861119,2.96666666666667,0.779998399999999,9.1138428,0.910437,0.104563098053601,-265.54187393372,2.86,5.4395,0.649514563106796,8.37471599402093,1.070324,0.648164563106796,0.648164563106796,123.968497296105,2.54691543404564,12.75,851.044569439693,35.35,1.25,7.72078694960269,10.33,7.3342568,10.1893206,2.1404955,0.399222370932673,440.184569439693,0.0400752371295886,0.0704248263409197,4.50324428501488
"75","19","N_19_4_AI",4,"Mytilus","After","Control","Night","After_Control",76.9287885615699,-161.445206368413,3.95,-2.8170816,5.0669418,0.148511,-0.267979379593394,1202.91915818707,-2.88,5.4395,0.649514563106796,8.37471599402093,1.070324,0.648164563106796,0.648164563106796,-84.5157899615699,-1.30410541963477,11.9,1864.29660983111,35.65,1.4,7.43991079384138,2.36,5.6568816,12.2127711,2.0694685,0.488970074382828,1453.43660983111,0.0411000229915588,0.292092523365377,-3.97028848658077
"76","2","D_2_4_AI",4,"Phyllospadix","After","Removal","Day","After_Removal",-129.711158506898,415.516580799823,3.26666666666667,-0.7345616,3.1931712,-0.0322850000000001,0.6078184694646,-624.054362427996,12.6763472804732,2.486,0.255762678851611,9.71994823936895,0.940149,0.254412678851611,0.254412678851611,125.718855706898,2.0145537679817,12.2,449.373320262776,34.75,1.15,8.08622553808446,14.2818263597634,5.8727064,3.714279,1.3785695,0.332734549412153,38.513320262776,0.0409179606543675,0.00524351892215421,11.2969082908296
"77","2","N_2_4_AI",4,"Phyllospadix","After","Removal","Night","After_Removal",44.4388414561936,-179.43661212122,3.38333333333333,-0.833008,1.1863518,-0.103312,-0.419938795980833,986.835908229728,-4,2.486,0.255762678851611,9.71994823936895,0.940149,0.254412678851611,0.253912678851611,-46.6648252561936,-0.720565985900635,11.2,1012.22515732035,35.45,0.55,7.72123731439303,4.66,1.4691232,2.6997819,0.787754,0.0739787987457101,601.365157320346,0.0420831243668969,0.0187220548117539,-4.83962841387125
"78","2","N_2_4_BC",4,"Phyllospadix","Before","Removal","Night","Before_Removal",69.2778492155603,-194.096260975187,3.06666666666667,-0.0530096,2.051169,0.1833788,-0.390009903379466,733.483534854504,-2.96,1.985,0.205289249957963,9.66928370777556,0.940149,0.203939249957964,0.203939249957964,-71.0152702155603,-1.21694546312178,15.35,775.835477146836,33.1,4.55,7.81772911271499,4.93,0.14842688,4.8618249,0.5733816,5.67773435106207,364.975477146836,0.0374607002978629,0.776273294746935,-6.21154681173118
"79","20","D_20_4_AI",4,"Phyllospadix","After","Control","Day","After_Control",96.5743187074459,-17.2236524981859,2.9,-2.7564992,0.809380200000001,0.06457,0.170487053163054,-252.996225635986,2.07,4.6465,0.355851063829787,13.0574289985052,1.006824,0.354501063829787,0.354501063829787,-100.011058107446,-1.34582088495198,12.05,643.465999791393,35.6,1,7.86810232863861,10.215,4.467952,6.0925263,1.368884,0.250533854388142,232.605999791393,0.0409154734468511,0.0238437694277651,0.858429350189891
"80","20","N_20_4_AI",4,"Phyllospadix","After","Control","Night","After_Control",-7.42115930304817,-65.4151787223591,3.73333333333333,-0.302912,-3.104472,-0.309936,-0.234739265673481,978.195051743049,-3.44,4.6465,0.355851063829787,13.0574289985052,1.006824,0.354501063829787,0.354501063829787,9.60284730304817,0.100378452152185,11.7,1820.09928340127,35.75,1.4,7.4531198376444,2.68,4.1120304,5.0115048,1.439911,0.486207774098849,1409.23928340127,0.0413402959687268,0.283256719464838,-1.7512033897068
"81","21","D_21_4_AI",4,"Phyllospadix","After","Removal","Day","After_Removal",-387.293956080561,649.624886753894,2.96666666666667,-1.363104,2.6388012,0.290565,0.453003832625546,-146.675063432417,7.1,2.735,0.0914458442363524,29.9084121628433,1.108424,0.0900958442363524,0.0900958442363524,383.873180880561,2.18027907147983,15.85,104.098022427659,35,1,8.50943336676762,19.61,1.7568896,4.7454072,1.0686335,0.277902209809801,-306.761977572341,0.036514413467329,-0.0311284759369415,5.23017995134758
"82","21","N_21_4_AI",4,"Phyllospadix","After","Removal","Night","After_Removal",64.8055024076352,-112.68334387517,3.81666666666667,-2.0900928,1.5300612,0.00645700000000016,-0.163778132139008,769.255608550506,-3.15,2.735,0.0914458442363524,29.9084121628433,1.108424,0.0900958442363524,0.0900958442363524,-68.4127424076352,-0.302027045692632,12,1812.22842519195,35.65,1.4,7.45345882218735,3.235,3.8772736,6.8520132,1.3269135,0.490353834000416,1401.36842519195,0.0409690681514429,0.281525662593358,-0.974442431507582
"83","22","D_22_4_AI",4,"Phyllospadix","After","Removal","Day","After_Removal",-243.40434422694,567.835592686462,2.88333333333333,-3.4607696,2.1287808,0,0.528876306050433,-322.201695120578,8.66,4.235,0.151046055317357,28.037806026129,1.140174,0.149696055317357,0.149696055317357,237.81479382694,1.49123673784685,15.85,229.314799058234,35.15,1.1,8.27896261848132,17.93,2.9798968,4.7010576,1.129975,0.336261673869859,-181.545200941766,0.0364839517854062,-0.0222722460960578,5.65235275891023
"84","22","N_22_4_AI",4,"Phyllospadix","After","Removal","Night","After_Removal",158.466174025552,-208.042248712889,3.88333333333333,-2.2112576,-0.842642399999999,0.458447,-0.17016101344631,679.066495684983,-1.86,4.235,0.151046055317357,28.037806026129,1.140174,0.149696055317357,0.149696055317357,-158.917895225552,-0.739896057929211,12.3,1432.15892286614,35.7,1.55,7.55210117832379,2.59,3.0064016,4.98933,1.3850265,0.606159616659485,1021.29892286614,0.0405685158742658,0.251147577584504,-1.44847374987579
"85","23","D_23_4_AI",4,"Mytilus","After","Removal","Day","After_Removal",-220.164855990883,359.687888256898,2.96666666666667,-5.982512,4.7564946,-0.154968,0.331714743901066,-518.268985182502,6.17,2.194,0.0873604063827526,25.1143520370935,1.044463001,0.0860104063827526,0.0860104063827526,209.115913390883,1.41344315086315,14.3,578.382705195708,35.25,1.15,7.89501710305247,12.215,10.98056,6.5360223,1.362427,0.352620711283098,167.522705195708,0.038212979814935,0.0225731620596459,3.42634326422554
"86","23","N_23_4_AI",4,"Mytilus","After","Removal","Night","After_Removal",-87.3322697969002,13.9277900061002,3.81666666666667,-6.853384,14.080998,3.041247,-0.251246545764128,824.954570674346,-2.08,2.194,0.0873604063827526,25.1143520370935,1.044463001,0.0860104063827526,0.0860104063827526,72.4803817969002,0.380799399489899,12,1416.35916912102,35.7,1.1,7.54292197116448,3.35,10.015028,10.699341,2.6893405,0.302718438336992,1005.49916912102,0.0409574082389186,0.124667444533433,-0.35911844079869
"87","24","D_24_4_AI",4,"Mytilus","After","Removal","Day","After_Removal",-138.107890222984,353.635089811498,2.98333333333333,-9.3296896,-0.4767582,-1.22683,0.475470351704399,-576.71221529948,7.12,1.302,0.0734666193767893,17.7223344567199,1.412763001,0.0721166193767893,0.0721166193767893,126.801298822984,1.20418145699157,13.3,496.436944513012,35.15,1.15,7.99748585396317,14.2,7.8302752,6.8353821,1.74339,0.343099878636805,85.5769445130119,0.0394350794516208,0.0115787069068363,5.50090317701948
"88","24","N_24_4_AI",4,"Mytilus","After","Removal","Night","After_Removal",5.81137294872087,-91.0706768259424,3.8,-7.1260048,5.654574,-3.2285,-0.278746945178696,796.290026659364,-2.88,1.302,0.0734666193767893,17.7223344567199,1.412763001,0.0721166193767893,0.0721166193767893,-25.0489517487209,-0.18675660629277,11.8,1204.15014334582,35.8,1.1,7.60558898066481,4.56,6.5845496,3.5036184,2.679655,0.301010987326878,793.290143345817,0.0411963915031767,0.0983724716102465,-1.26960087861586
"89","25","D_25_4_AI",4,"Mytilus","After","Control","Day","After_Control",97.2396026376255,-93.6661046506583,2.96666666666667,2.726208,15.411486,2.06624,-0.0159708888381029,142.088388658588,-0.68,1.143,0.0976450039770454,11.7056680162428,1.029049,0.0962950039770454,0.0962950039770454,-105.792400637625,-1.53669926448208,12.25,1577.29663737381,35.5,0.7,7.47911306408986,5.34,13.403856,26.221701,3.74506,0.123455157988333,1166.43663737381,0.0406791591328262,0.0585790546809721,-1.24299460101786
"90","25","N_25_4_AI",4,"Mytilus","After","Control","Night","After_Control",78.5162461034442,-121.960376268831,3.73333333333333,-0.605824,7.3287714,2.150181,-0.150085239682999,739.230459668634,-3,1.143,0.0976450039770454,11.7056680162428,1.029049,0.0962950039770454,0.0962950039770454,-82.1504795034442,-0.948236127643637,11.65,1879.30570219818,35.75,0.95,7.41651676771602,2.73,7.345616,14.5189503,2.9992765,0.223561362668134,1468.44570219818,0.0414066226575152,0.135932858357167,-2.00319423281316
"91","26","D_26_4_AI",4,"Phyllospadix","After","Removal","Day","After_Removal",-299.318545793264,641.701021328439,3.03333333333333,-2.7792176,4.2575616,0.251823,0.62869810742292,-478.728875410307,19.54,1.703,0.0914458442363524,18.6230442096242,0.819038001,0.0900958442363524,0.0900958442363524,292.785412593264,2.61195112887556,13.6,317.980356567685,35.2,0.45,8.21391072120029,20.09,5.0396984,4.4016978,1.1073755,0.0529711142103191,-92.8796434323152,0.0390577489873468,-0.00192161711251471,8.83925474194283
"92","26","N_26_4_AI",4,"Phyllospadix","After","Removal","Night","After_Removal",44.782867045159,-161.245668011885,3.55,-3.5819344,3.8584152,0.626329,-0.378428713390782,1428.17081782832,-4.32,1.703,0.0914458442363524,18.6230442096242,0.819038001,0.0900958442363524,0.0900958442363524,-50.970558645159,-0.388531996486548,11.5,1637.9380048432,35.65,1.75,7.52016675380709,3.61,5.5925128,4.2575616,1.2365155,0.755394701707505,1227.0780048432,0.0416303465288749,0.385883431492168,-2.4555980378576
"93","27","D_27_4_AI",4,"Phyllospadix","After","Control","Day","After_Control",115.544065961206,-125.321662366566,3.03333333333333,-2.120384,4.9782426,0.0581129999999999,-0.0648293355038252,166.768866066775,3.26,1.164,0.16357138148712,7.11615925363847,0.841263001,0.16222138148712,0.16222138148712,-122.526466561206,-2.87945652059068,11.8,866.205005503191,35.65,0.45,7.73663418175433,10.39,6.588336,7.0793049,1.6303925,0.0503758057303246,455.345005503191,0.041231624439954,0.00945786320498428,-3.02029244461733
"94","27","N_27_4_AI",4,"Phyllospadix","After","Control","Night","After_Control",8.73483849860258,-119.20879836375,3.55,-3.3926144,3.9249396,0.32285,-0.344664006513419,1583.40286321408,-4.17,1.164,0.16357138148712,7.11615925363847,0.841263001,0.16222138148712,0.16222138148712,-15.4066924986026,-0.309372576946879,11.45,2021.93095304174,35.65,1.8,7.42111547531077,2.875,3.256304,5.6323992,1.343056,0.798040031936166,1611.07095304174,0.0416973765949438,0.536102801783045,-5.01425138135685
"95","28","D_28_4_AI",4,"Phyllospadix","After","Removal","Day","After_Removal",-226.264606390579,606.230835404173,3.03333333333333,-1.7644624,5.36962782,0.309936,0.638869401339517,-376.725441098581,14.2,2.406,0.211229637912564,11.3904470214352,0.765063001,0.209879637912564,0.209879637912564,219.750388170579,3.2324352534937,13.05,247.097927647769,35.3,0.45,8.31822614952237,19.63,2.2983448,3.46869309,1.039577,0.0521728024031429,-163.762072352231,0.0397107241143812,-0.00339285497848179,14.6057558963053
"96","28","N_28_4_AI",4,"Phyllospadix","After","Removal","Night","After_Removal",91.8932114672621,-205.696911822447,3.6,-3.1730032,1.2861384,-0.251823,-0.362493259153753,1488.48961233376,-4.19,2.406,0.211229637912564,11.3904470214352,0.765063001,0.209879637912564,0.209879637912564,-96.8559990672621,-1.20045074583312,11.55,1741.38737232652,35.65,1.8,7.48541153523331,3.125,4.0249432,2.8383744,1.0686335,0.800314251114119,1330.52737232652,0.0415634819500105,0.442584588499334,-4.34102319574274
"97","29","D_29_4_AI",4,"Phyllospadix","After","Control","Day","After_Control",9.13207448193725,227.36916895306,3.08333333333333,-1.2646576,4.43496,-0.2163095,0.356123905298457,-241.433525548411,8.06,0.75,0.0456671840460228,16.4231715983223,0.838342001,0.0443171840460228,0.0443171840460228,-15.2643110819373,-0.14962813471907,12.8,257.487888068433,36.1,0.5,8.2254766953369,15.11,2.6277616,3.603405,1.12836075,0.0639646761019765,-153.372111931567,0.0398425222087833,-0.00390870978787753,4.61110121940094
"98","29","N_29_4_AI",4,"Phyllospadix","After","Control","Night","After_Control",48.8629709336406,-170.821308669705,3.61666666666667,-3.2222264,5.5880496,0.8168105,-0.379807594039451,1719.70715237841,-3.57,0.75,0.0456671840460228,16.4231715983223,0.838342001,0.0443171840460228,0.0443171840460228,-56.0396259336406,-0.468320615658611,11.75,1967.20708067681,35.7,1.65,7.44912434712498,2.625,4.3713988,5.0780292,2.14856675,0.676315794390159,1556.34708067681,0.0412858991026263,0.434567988821271,-2.8213392518464
"99","3","D_3_4_AI",4,"Phyllospadix","After","Removal","Day","After_Removal",-105.907494145433,366.037486797385,3.23333333333333,-4.3013504,1.3194006,-0.380963,0.566297573807971,-602.619101244413,13.3083239276123,6.152,0.777906976744186,7.90840059790733,0.930624,0.776556976744186,0.776556976744186,99.5248171454332,1.98739203936074,12.25,458.662747951468,35.2,1.05,8.0651055037291,14.5958380361938,5.1343584,2.1564993,1.7466185,0.277774105473749,47.8027479514683,0.0407485956037341,0.00541074748132804,12.6258623508333
"100","3","N_3_4_AI",4,"Phyllospadix","After","Removal","Night","After_Removal",94.9979838520076,-260.605204889868,3.33333333333333,0.0833007999999997,1.3415754,0.148511,-0.521599716797987,1395.80539868288,-3.35,6.152,0.777906976744186,7.90840059790733,0.930624,0.776556976744186,0.776556976744186,-95.9592364520076,-1.858705891202,11.2,1199.72374696962,35.45,0.55,7.68140154671365,5.135,1.7682488,3.2985015,0.9782355,0.0739787987457101,788.863746969618,0.0420831243668969,0.0245593715066256,-8.26156594147996
"101","3","N_3_4_BC",4,"Phyllospadix","Before","Removal","Night","Before_Removal",13.3413534491613,-138.600479750882,3.1,-0.37712544,-2.993598,0.2479488,-0.387362353454064,748.582192942401,-2.41,5.31,0.649514563106796,8.17533632286996,0.930624,0.648164563106796,0.648164563106796,-10.2289832891613,-0.206018952912727,15.4,816.263401048539,33.1,4.85,7.80107057363734,5.165,0.61415408,7.2733344,0.6766936,6.4596995650503,405.403401048539,0.0374042772921227,0.97953729390942,-6.35654158080094
"102","30","D_30_4_AI",4,"Mytilus","After","Control","Day","After_Control",0.460507281400169,29.8616171136641,3.05,12.419392,45.45834,-6.84442,0.0753505714065854,-253.046408211728,4.13,1.585,0.164284685605344,9.64788649751322,1.209563001,0.162934685605344,0.162934685605344,-47.1882952814002,-0.813512756602718,12.95,1526.57615892738,35.3,0.75,7.52086867184896,9.245,27.564992,230.06355,11.36432,0.144522564529583,1115.71615892738,0.0398354045163883,0.064233060332308,1.77889122641302
"103","30","N_30_4_AI",4,"Mytilus","After","Control","Night","After_Control",334.022947729138,-349.54169328221,3.45,10.374736,20.844312,4.700696,-0.0328243839147664,549.630444714152,-19.93,1.585,0.164284685605344,9.64788649751322,1.209563001,0.162934685605344,0.162934685605344,-335.091131729138,-5.10709289681038,11.4,2400.12305007739,35.65,1.2,7.3339308724486,10.835,15.259192,29.048988,5.075202,0.354179585107721,1989.26305007739,0.0417645726350642,0.294254953456595,-5.84182719021125
"104","31","D_31_4_AI",4,"Mytilus","After","Control","Day","After_Control",-41.6785065697145,69.2361458391074,3.05,1.968928,7.872054,1.220373,0.0384822332065973,-153.822850678947,4.46,3.329,0.175943755146801,18.9208193108213,1.146063001,0.174593755146801,0.174593755146801,38.2161265697145,0.336130077806373,13.55,1652.78435805476,35.2,0.75,7.45257397154966,10.33,13.858224,17.462655,2.9928195,0.146939907216275,1241.92435805476,0.0391184109447652,0.0713865035382997,0.810416954931366
"105","31","N_31_4_AI",4,"Mytilus","After","Control","Night","After_Control",193.919958086753,-177.701494059109,3.45,-5.528144,10.643904,3.635291,0.0489357575574267,-59.1915039599508,-0.64,3.329,0.175943755146801,18.9208193108213,1.146063001,0.174593755146801,0.174593755146801,-202.821424086753,-1.57708565477752,11.6,2029.36836767762,35.6,1.05,7.36519140488488,1.4,17.152392,37.364538,6.5764545,0.272716473615063,1618.50836767762,0.0415086219856898,0.183216523156471,-1.369650337538
"106","32","D_32_4_AI",4,"Mytilus","After","Removal","Day","After_Removal",-100.199094454892,333.882732638434,3.05,-1.590288,2.0844312,0.297022,0.492279995154282,-519.854265616659,11.25,4.31,0.518665985596167,8.30977954925265,1.120663001,0.517315985596167,0.517315985596167,97.118419254892,1.95490668762098,12,432.482354412946,35.3,0.5,8.05866908783899,16.385,7.913576,4.1134254,1.627164,0.0625451318878082,21.6223544129461,0.0410507805349355,0.000555159675725915,11.4860581429118
"107","32","N_32_4_AI",4,"Mytilus","After","Removal","Night","After_Removal",-28.4445458131381,-33.4505496938773,3.46666666666667,-0.378639999999999,1.1530896,0.025828,-0.20535375197674,569.766401254807,-2.28,4.31,0.518665985596167,8.30977954925265,1.120663001,0.517315985596167,0.517315985596167,26.9644722131381,0.477533788605127,11.45,1227.47480206929,35.35,1.05,7.5895889522916,5.31,8.292216,6.0648078,1.633621,0.271555288644945,816.614802069291,0.0417688673161779,0.092624997928646,-1.75495985365485
